text,font_size,x0,y0,page,is_bold,is_uppercase,text_length,label
Rs.,9.74,304.3922729,561.1322632,1,FALSE,FALSE,3,body
I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,9.74,105.0705719,596.8357544,1,FALSE,FALSE,99,body
undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.74,70.02966309,608.5387573,1,FALSE,FALSE,99,body
In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.74,105.0802765,632.0617676,1,FALSE,FALSE,109,body
"advance, I undertake to refund the entire advance in one lump sum.",9.74,70.03942871,643.8232422,1,FALSE,FALSE,66,body
Date,9.74,70.03942871,678.9810181,1,TRUE,FALSE,4,body
Signature of Government Servant.,9.74,403.0445557,690.7425537,1,TRUE,FALSE,32,body
Overview  Foundation Level Extensions ,24,252.6499939,189.6200256,1,TRUE,FALSE,38,title
Version 1.0,12,275.6900024,382.4300232,1,FALSE,FALSE,11,body
International Software Testing Qualifications Board,18,103.3399963,465.6999817,1,FALSE,FALSE,51,body
Copyright Notice,9.96,70.94400024,652.2861938,1,FALSE,FALSE,16,body
"This document may be copied in its entirety, or extracts made, if the source is acknowledged.",9.96,70.94400024,663.8099365,1,FALSE,FALSE,93,body
International,9.96,447.9100037,38.62621307,2,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,2,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,2,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,2,FALSE,FALSE,40,body
Qualifications,9.96,430.75,61.6661911,2,FALSE,FALSE,14,body
Board,9.96,493.5477905,61.6661911,2,FALSE,FALSE,5,body
Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®).,9.96,70.94400024,120.3662033,2,FALSE,FALSE,92,body
Version 2014,9.96,76.58135986,718.6833496,2,FALSE,FALSE,12,body
Page 2 of 12,9.96,270.1639404,718.6833496,2,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5750732,718.6833496,2,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,2,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,3,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,3,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,3,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,3,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,3,FALSE,FALSE,40,body
Revision History,15.96,70.94400024,108.936203,3,TRUE,FALSE,16,h1
Version,9.96,74.4240036,139.446228,3,TRUE,FALSE,7,body
Date,9.96,146.4199982,139.446228,3,TRUE,FALSE,4,body
Remarks,9.96,278.6900024,139.446228,3,TRUE,FALSE,7,body
0.1,9.96,74.4240036,151.8062134,3,FALSE,FALSE,3,body
18-Jun-13,9.96,146.4199982,151.8062134,3,FALSE,TRUE,12,body
Initial version,9.96,278.6900024,151.8062134,3,FALSE,FALSE,15,body
0.2,9.96,74.4240036,164.0462036,3,FALSE,FALSE,3,body
23-Jul-13,9.96,146.4199982,164.0462036,3,FALSE,TRUE,12,body
WG reviewed and confirmed,9.96,278.6900024,164.0462036,3,FALSE,FALSE,25,body
0.3,9.96,74.4240036,176.2861938,3,FALSE,FALSE,3,body
06-Nov-13,9.96,146.4199982,176.2861938,3,FALSE,TRUE,10,body
amended population and diagram,9.96,278.6900024,176.2861938,3,FALSE,FALSE,30,body
0.7,9.96,74.4240036,188.5261841,3,FALSE,FALSE,3,body
11-Dec-13,9.96,146.4199982,188.5261841,3,FALSE,TRUE,11,body
Amended Business Outcomes and Chapters matching,9.96,278.6900024,188.5261841,3,FALSE,FALSE,47,body
0.8,9.96,74.4240036,200.7662354,3,FALSE,FALSE,3,body
20-Dec-13,9.96,146.4199982,200.7662354,3,FALSE,TRUE,11,body
Working group updates on 0.7,9.96,278.6900024,200.7662354,3,FALSE,FALSE,28,body
1,9.96,74.4240036,213.0062256,3,FALSE,FALSE,3,body
31-May-14,9.96,146.4199982,213.0062256,3,FALSE,TRUE,11,body
GA release for Agile Extension,9.96,278.6900024,213.0062256,3,FALSE,FALSE,30,body
Version 2014,9.96,76.58399963,718.687561,3,FALSE,FALSE,12,body
Page 3 of 12,9.96,270.1665649,718.687561,3,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5776978,718.687561,3,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,3,FALSE,FALSE,53,body
..........................................................................................................................................,9.96,151.8191986,144.7261963,4,TRUE,FALSE,138,body
........................................................................................................................................,9.96,157.3370361,162.1263428,4,TRUE,FALSE,136,body
............................................................................,9.96,322.9718628,179.6459961,4,TRUE,FALSE,76,body
...............................................................,9.96,358.8677063,197.1656494,4,TRUE,FALSE,63,body
.....................................................................................................................,9.96,195.8623505,214.8048096,4,FALSE,FALSE,117,body
............................................................................................................,9.96,221.8181152,226.3285522,4,FALSE,FALSE,108,body
...................................................................................................................,9.96,201.6291962,237.7626343,4,FALSE,FALSE,115,body
...................................................................................................................,9.96,201.6291962,249.286377,4,FALSE,FALSE,115,body
...................................................................................................,9.96,247.743988,260.8101196,4,FALSE,FALSE,99,body
......................................................................................................................,9.96,192.993866,272.3338318,4,FALSE,FALSE,118,body
.........................................,9.96,414.0759888,289.7339478,4,TRUE,FALSE,41,body
.................................................................................................................,9.96,201.6192322,307.3731079,4,FALSE,FALSE,113,body
....................................................................................................................................,9.96,146.8989868,318.7773132,4,FALSE,FALSE,132,body
..........................................................................................................................................,9.96,146.3013916,336.1774292,4,TRUE,FALSE,138,body
.............................................................................................................................,9.96,167.0679932,353.8165894,4,FALSE,FALSE,125,body
.......................................................................................................,9.96,230.4633942,365.3403015,4,FALSE,FALSE,103,body
International,9.96,447.9100037,38.62621307,4,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,4,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,4,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,4,FALSE,FALSE,40,body
Qualifications,9.96,430.75,61.6661911,4,FALSE,FALSE,14,body
Board,9.96,493.5477905,61.6661911,4,FALSE,FALSE,5,body
Table of Contents,15.96,70.94400024,108.936203,4,TRUE,FALSE,17,h1
Revision History,9.96,70.94400024,144.7261963,4,TRUE,FALSE,16,body
3,9.96,535.1795654,144.7261963,4,TRUE,FALSE,1,body
Table of Contents,9.96,70.94396973,162.1263428,4,TRUE,FALSE,17,h1
4,9.96,535.1795654,162.1263428,4,TRUE,FALSE,1,body
1,9.96,70.94396973,179.6459961,4,TRUE,FALSE,2,body
Introduction to the Foundation Level Extensions,9.96,90.98348999,179.6459961,4,TRUE,FALSE,47,body
6,9.96,535.1795654,179.6459961,4,TRUE,FALSE,1,body
2,9.96,70.94396973,197.1656494,4,TRUE,FALSE,2,body
Introduction to Foundation Level Agile Tester Extension,9.96,90.98348999,197.1656494,4,TRUE,FALSE,55,body
7,9.96,535.1795654,197.1656494,4,TRUE,FALSE,1,body
2.1,9.96,80.90396118,214.8048096,4,FALSE,FALSE,3,body
Intended Audience,9.96,110.9034882,214.8048096,4,FALSE,FALSE,17,body
7,9.96,535.1795654,214.8048096,4,FALSE,FALSE,1,body
2.2,9.96,80.90396118,226.3285522,4,FALSE,FALSE,3,body
Career Paths for Testers,9.96,110.9034882,226.3285522,4,FALSE,FALSE,24,body
7,9.96,535.1895142,226.3285522,4,FALSE,FALSE,1,body
2.3,9.96,80.91390991,237.7626343,4,FALSE,FALSE,3,body
Learning Objectives,9.96,110.9134369,237.7626343,4,FALSE,FALSE,19,body
7,9.96,535.1895142,237.7626343,4,FALSE,FALSE,1,body
2.4,9.96,80.91390991,249.286377,4,FALSE,FALSE,3,body
Entry Requirements,9.96,110.9134369,249.286377,4,FALSE,FALSE,18,body
8,9.96,535.1895142,249.286377,4,FALSE,FALSE,1,body
2.5,9.96,80.91390991,260.8101196,4,FALSE,FALSE,3,body
Structure and Course Duration,9.96,110.9134369,260.8101196,4,FALSE,FALSE,29,body
8,9.96,535.1895142,260.8101196,4,FALSE,FALSE,1,body
2.6,9.96,80.91390991,272.3338318,4,FALSE,FALSE,3,body
Keeping It Current,9.96,110.9134369,272.3338318,4,FALSE,FALSE,18,body
9,9.96,535.1895142,272.3338318,4,FALSE,FALSE,1,body
3,9.96,70.95391846,289.7339478,4,TRUE,FALSE,2,body
Overview of the Foundation Level Extension –Agile Tester Syllabus,9.96,90.99343872,288.2598572,4,TRUE,FALSE,65,body
10,9.96,529.5422363,289.7339478,4,TRUE,FALSE,2,body
3.1,9.96,80.90402222,307.3731079,4,FALSE,FALSE,3,body
Business Outcomes,9.96,110.9035492,307.3731079,4,FALSE,FALSE,17,body
10,9.96,529.5422363,307.3731079,4,FALSE,FALSE,2,body
3.2,9.96,80.90402222,318.7773132,4,FALSE,FALSE,3,body
Content,9.96,110.9035492,318.7773132,4,FALSE,FALSE,7,body
10,9.96,529.5422363,318.7773132,4,FALSE,FALSE,2,body
4,9.96,70.94400024,336.1774292,4,TRUE,FALSE,2,body
References,9.96,90.98352051,336.1774292,4,TRUE,FALSE,10,body
12,9.96,529.5422363,336.1774292,4,TRUE,FALSE,2,body
4.1,9.96,80.90402222,353.8165894,4,FALSE,FALSE,3,body
Trademarks,9.96,110.9035492,353.8165894,4,FALSE,FALSE,10,body
12,9.96,529.5522461,353.8165894,4,FALSE,FALSE,2,body
4.2,9.96,80.91403198,365.3403015,4,FALSE,FALSE,3,body
Documents and Web Sites,9.96,110.913559,365.3403015,4,FALSE,FALSE,23,body
12,9.96,529.5522461,365.3403015,4,FALSE,FALSE,2,body
Version 2014,9.96,76.60131836,718.7111816,4,FALSE,FALSE,12,body
Page 4 of 12,9.96,270.1838989,718.7111816,4,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5950317,718.7111816,4,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,4,FALSE,FALSE,53,body
International,9.96,447.9100037,38.62621307,5,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,5,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,5,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,5,FALSE,FALSE,40,body
Qualifications,9.96,430.75,61.6661911,5,FALSE,FALSE,14,body
Board,9.96,493.5477905,61.6661911,5,FALSE,FALSE,5,body
Acknowledgements,15.96,70.94400024,108.936203,5,FALSE,FALSE,16,h1
This document was produced by a team from the International Software Testing Qualifications Board,9.96,70.94400024,144.8461914,5,FALSE,FALSE,97,body
Foundation Level Working Group.,9.96,70.94400024,156.2503662,5,FALSE,FALSE,31,body
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.96,70.94400024,179.2878418,5,FALSE,FALSE,104,body
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.96,70.94400024,202.3253174,5,FALSE,FALSE,100,body
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.96,70.94400024,213.7294922,5,FALSE,FALSE,94,body
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.96,70.94400024,225.2532349,5,FALSE,FALSE,99,body
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.96,70.94400024,236.8068237,5,FALSE,FALSE,88,body
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.96,70.94400024,259.8442993,5,FALSE,FALSE,93,body
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.96,70.94400024,271.3680115,5,FALSE,FALSE,71,body
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.96,70.94400024,294.2859802,5,FALSE,FALSE,89,body
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.96,70.94400024,305.8096924,5,FALSE,FALSE,97,body
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.96,70.94400024,317.3334045,5,FALSE,FALSE,95,body
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.96,70.94400024,328.8571167,5,FALSE,FALSE,56,body
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.96,70.94400024,351.7750854,5,FALSE,FALSE,100,body
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.96,70.94400024,363.2987976,5,FALSE,FALSE,105,body
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.96,70.94400024,374.8226318,5,FALSE,FALSE,96,body
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.96,70.94400024,386.366272,5,FALSE,FALSE,99,body
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.96,70.94400024,397.8899841,5,FALSE,FALSE,109,body
"Morgan,Ninna Morin,Ingvar Nordstrom,ChrisO’Dea,KlausOlsen, IsmoPaukamainen,Nathalie Phung,",9.96,70.94400024,407.9396057,5,FALSE,FALSE,90,body
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.96,70.94396973,420.8179016,5,FALSE,FALSE,101,body
"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.96,70.94396973,432.3416138,5,FALSE,FALSE,93,body
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.96,70.94396973,443.8653259,5,FALSE,FALSE,100,body
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.96,70.94396973,455.3890381,5,FALSE,FALSE,81,body
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.96,70.94396973,478.3069763,5,FALSE,FALSE,96,body
2014,9.96,70.94400024,489.8306885,5,FALSE,FALSE,5,body
Version 2014,9.96,76.58135986,718.741394,5,FALSE,FALSE,12,body
Page 5 of 12,9.96,270.1639404,718.741394,5,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5750732,718.741394,5,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,5,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,6,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,6,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,6,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,6,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,6,FALSE,FALSE,40,body
1.Introduction to the Foundation Level Extensions,15.96,70.94400024,122.976181,6,TRUE,FALSE,49,h1
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.96,70.94400024,146.2861938,6,FALSE,FALSE,92,body
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.96,70.94400024,157.8099365,6,FALSE,FALSE,106,body
extension syllabi.,9.96,70.94398499,169.3336792,6,FALSE,FALSE,18,body
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.96,70.94398499,192.2516479,6,FALSE,FALSE,101,body
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.96,70.94398499,203.7753906,6,FALSE,FALSE,102,body
updated document will be available on the ISTQB website.,9.96,70.94398499,215.2991333,6,FALSE,FALSE,56,body
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.96,70.94398499,238.3665161,6,FALSE,FALSE,97,body
some time. New topics emerge due to technology and methodology changes in the market which often,9.96,70.94398499,249.7706909,6,FALSE,FALSE,96,body
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.96,70.94398499,261.2944336,6,FALSE,FALSE,106,body
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.96,70.94400024,272.8181458,6,FALSE,FALSE,106,body
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.96,70.94400024,284.3418579,6,FALSE,FALSE,92,body
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.96,70.94400024,295.8655701,6,FALSE,FALSE,102,body
that is beyond the scope of this document.,9.96,70.94400787,307.3892822,6,FALSE,FALSE,42,body
The following Foundation Level Extension syllabus has been released:,9.96,70.94400787,330.307251,6,FALSE,FALSE,68,body
,9.96,88.95169067,341.0740051,6,FALSE,FALSE,1,body
Agile Tester,9.96,106.9494095,342.5480957,6,FALSE,FALSE,12,body
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.96,70.95396423,365.4660645,6,FALSE,FALSE,100,body
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.96,70.95396423,376.9897766,6,FALSE,FALSE,93,body
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.96,70.95396423,388.5334167,6,FALSE,FALSE,106,body
will outline the benefits for companies that are considering the development of specific testing skills at this,9.96,70.95396423,400.0571289,6,FALSE,FALSE,111,body
level.,9.96,70.95396423,411.5808411,6,FALSE,FALSE,6,body
Version 2014,9.96,76.59132385,718.7272949,6,FALSE,FALSE,12,body
Page 6 of 12,9.96,270.1738892,718.7272949,6,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.585022,718.7272949,6,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,6,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,7,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,7,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,7,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,7,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,7,FALSE,FALSE,40,body
2.Introduction to Foundation Level Agile Tester Extension,15.96,70.94400024,122.976181,7,TRUE,FALSE,57,h1
The certification for Foundation Level Extension –Agile Tester is designed for professionals who are,9.96,70.94400024,144.8121033,7,FALSE,FALSE,100,body
working within Agile environments. It is also for professionals who are planning to start implementing,9.96,70.9440155,157.8099365,7,FALSE,FALSE,102,body
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.96,70.9440155,169.3336792,7,FALSE,FALSE,103,body
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.96,70.95401001,180.8574219,7,FALSE,FALSE,105,body
methodologies specific to their role.,9.96,70.95401001,192.2615967,7,FALSE,FALSE,37,body
2.1 Intended Audience,14.04,70.94400024,217.3537903,7,FALSE,FALSE,21,h2
The Foundation Level Extension –Agile Tester qualification is aimed at four main groups of professionals:,9.96,70.94400024,239.4021301,7,FALSE,FALSE,105,body
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.96,88.94172668,252.3999634,7,FALSE,FALSE,95,body
like to get an Agile Tester Certificate.,9.96,106.9394531,263.9237061,7,FALSE,FALSE,40,body
"2. Junior professional testers who are just starting in the testing profession, have received the",9.96,88.94173431,275.4474182,7,FALSE,FALSE,97,body
"Foundation Level certificate, and would like to know more aboutthetester’srole in an Agile",9.96,106.9394608,285.4970398,7,FALSE,FALSE,90,body
environment.,9.96,106.9494019,298.3753357,7,FALSE,FALSE,12,body
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.96,88.95168304,309.8990479,7,FALSE,FALSE,97,body
methods and techniques in their day to day job in Agile projects.,9.96,106.9593658,321.42276,7,FALSE,FALSE,65,body
4. Professionals who are experienced in their role (including unit testing) and need more,9.96,88.96164703,332.9464722,7,FALSE,FALSE,89,body
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.96,106.9593735,344.4701843,7,FALSE,FALSE,90,body
projects.,9.96,106.9593735,355.9938965,7,FALSE,FALSE,9,body
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.96,70.96392822,378.9118652,7,FALSE,FALSE,104,body
"consultants, test managers, user acceptance testers, and software developers.",9.96,70.97387695,390.4555054,7,FALSE,FALSE,77,body
This Foundation Level Extension –Agile Tester certification may also be appropriate for anyone who,9.96,70.97387695,412.0188904,7,FALSE,FALSE,98,body
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.96,70.97387695,425.0166931,7,FALSE,FALSE,102,body
"managers, software development managers, business analysts, IT directors, and management",9.96,70.97387695,436.4208984,7,FALSE,FALSE,88,body
consultants.,9.96,70.97390747,447.9446106,7,FALSE,FALSE,12,body
2.2 Career Paths for Testers,14.04,70.94400024,484.5238037,7,FALSE,FALSE,28,h2
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.96,70.94400024,508.0162354,7,FALSE,FALSE,104,body
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.96,70.94400024,519.539917,7,FALSE,FALSE,104,body
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.96,70.94400024,531.0635986,7,FALSE,FALSE,109,body
an Agile project.,9.96,70.95397949,542.4678345,7,FALSE,FALSE,17,body
People possessing an ISTQB Foundation Level Extension –Agile Tester certificate may use the Certified,9.96,70.96394348,564.0610962,7,FALSE,FALSE,101,body
Tester Foundation Level acronym CTFL-AT.,9.96,70.96392822,577.0588989,7,FALSE,FALSE,40,body
2.3 Learning Objectives,14.04,70.94400024,613.6738281,7,FALSE,FALSE,23,h2
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.96,70.94400024,637.1661987,7,FALSE,FALSE,106,body
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.96,70.94400024,648.6899414,7,FALSE,FALSE,79,body
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.96,70.94400024,671.6078491,7,FALSE,FALSE,104,body
extension exam.,9.96,70.94400024,683.1216431,7,FALSE,FALSE,15,body
Version 2014,9.96,76.58135986,718.6888428,7,FALSE,FALSE,12,body
Page 7 of 12,9.96,270.1639404,718.6888428,7,FALSE,FALSE,12,body
"May 31, 2014",9.96,471.5750732,718.6888428,7,FALSE,FALSE,12,body
© International Software Testing Qualifications Board,6,76.58399963,736.8900146,7,FALSE,FALSE,53,body
Qualifications Board,9.96,430.75,61.6661911,8,FALSE,FALSE,20,body
International,9.96,447.9100037,38.62621307,8,FALSE,FALSE,13,body
Overview,12,74.4240036,41.58000183,8,FALSE,FALSE,8,body
Software Testing,9.96,437.9500122,50.14617157,8,FALSE,FALSE,16,body
Foundation Level Extension –Agile Tester,9.96,74.4240036,56.95212173,8,FALSE,FALSE,40,body
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.96,70.94400024,108.8461838,8,FALSE,FALSE,97,body
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.96,70.94398499,120.3699265,8,FALSE,FALSE,105,body
chapter within each particular extension syllabus.,9.96,70.94398499,131.8936768,8,FALSE,FALSE,50,body
2.4 Entry Requirements,14.04,70.94400024,156.9938049,8,FALSE,FALSE,22,h2
"To be able to participate in a Foundation Level Extension –Agile Tester exam, candidates must have",9.96,70.94400024,179.0121155,8,FALSE,FALSE,98,body
obtained the ISTQB Foundation Level certificate.,9.96,70.94400024,192.0099487,8,FALSE,FALSE,48,body
2.5 Structure and Course Duration,14.04,70.94400024,217.1138,8,FALSE,FALSE,33,h2
The Foundation Level Extension –Agile Tester syllabus has no shared or common elements with the,9.96,70.94400024,239.1621399,8,FALSE,FALSE,95,body
Foundation Level syllabus.,9.96,70.94400024,252.1599731,8,FALSE,FALSE,26,body
The syllabi must be taught in the following minimum number of days:,9.96,70.94400024,275.0779419,8,FALSE,FALSE,67,body
Syllabus,9.96,212.2100067,301.4761963,8,TRUE,FALSE,8,body
